WellName,X,Y,Z,MD
15/9-F-1,435050.0,6478560.0,241.854,241.854
15/9-F-1,435050.0,6478560.0,242.602,242.602
15/9-F-1,435050.0,6478560.0,243.273,243.273
15/9-F-1,435050.0,6478560.0,243.806,243.806
15/9-F-1,435050.0,6478560.0,244.5,244.5
15/9-F-1,435050.0,6478560.0,245.034,245.034
15/9-F-1,435050.0,6478560.0,245.548,245.548
15/9-F-1,435050.0,6478560.0,246.3,246.3
15/9-F-1,435050.0,6478560.0,246.9,246.9
15/9-F-1,435050.0,6478560.0,247.555,247.555
15/9-F-1,435050.0,6478560.0,248.1,248.1
15/9-F-1,435050.0,6478560.0,248.7,248.7
15/9-F-1,435050.0,6478560.0,249.304,249.304
15/9-F-1,435050.0,6478560.0,250.027,250.027
15/9-F-1,435050.0,6478560.0,250.744,250.744
15/9-F-1,435050.0,6478560.0,251.341,251.341
15/9-F-1,435050.0,6478560.0,251.981,251.981
15/9-F-1,435050.0,6478560.0,252.399,252.399
15/9-F-1,435050.0,6478560.0,252.714,252.714
15/9-F-1,435050.0,6478560.0,252.818,252.818
15/9-F-1,435050.0,6478560.0,252.904,252.904
15/9-F-1,435050.0,6478560.0,253.225,253.225
15/9-F-1,435050.0,6478560.0,253.349,253.349
15/9-F-1,435050.0,6478560.0,253.557,253.557
15/9-F-1,435050.0,6478560.0,253.918,253.918
15/9-F-1,435050.0,6478560.0,254.36,254.36
15/9-F-1,435050.0,6478560.0,254.976,254.976
15/9-F-1,435050.0,6478560.0,255.3,255.3
15/9-F-1,435050.0,6478560.0,255.884,255.884
15/9-F-1,435050.0,6478560.0,256.2,256.2
15/9-F-1,435050.0,6478560.0,256.764,256.764
15/9-F-1,435050.0,6478560.0,257.1,257.1
15/9-F-1,435050.0,6478560.0,257.4,257.4
15/9-F-1,435050.0,6478560.0,257.787,257.787
15/9-F-1,435050.0,6478560.0,258.166,258.166
15/9-F-1,435050.0,6478560.0,258.514,258.514
15/9-F-1,435050.0,6478560.0,259.179,259.179
15/9-F-1,435050.0,6478560.0,259.561,259.561
15/9-F-1,435050.0,6478560.0,259.958,259.958
15/9-F-1,435050.0,6478560.0,260.297,260.297
15/9-F-1,435050.0,6478560.0,260.686,260.686
15/9-F-1,435050.0,6478560.0,261.037,261.037
15/9-F-1,435050.0,6478560.0,261.526,261.526
15/9-F-1,435050.0,6478560.0,261.94,261.94
15/9-F-1,435050.0,6478560.0,262.459,262.459
15/9-F-1,435050.0,6478560.0,262.85,262.85
15/9-F-1,435050.0,6478560.0,263.43,263.43
15/9-F-1,435050.0,6478560.0,264.0,264.0
15/9-F-1,435050.0,6478560.0,264.6,264.6
15/9-F-1,435050.0,6478560.0,265.0,265.0
15/9-F-1,435050.0,6478560.0,265.8,265.8
15/9-F-1,435050.0,6478560.0,266.4,266.4
15/9-F-1,435050.0,6478560.0,266.843,266.843
15/9-F-1,435050.0,6478560.0,267.3,267.3
15/9-F-1,435050.0,6478560.0,267.8,267.8
15/9-F-1,435050.0,6478560.0,268.158,268.158
15/9-F-1,435050.0,6478560.0,268.776,268.776
15/9-F-1,435050.0,6478560.0,269.1,269.1
15/9-F-1,435050.0,6478560.0,269.7,269.7
15/9-F-1,435050.0,6478560.0,270.062,270.062
15/9-F-1,435050.0,6478560.0,270.561,270.561
15/9-F-1,435050.0,6478560.0,270.987,270.987
15/9-F-1,435050.0,6478560.0,271.5,271.5
15/9-F-1,435050.0,6478560.0,272.1,272.1
15/9-F-1,435050.0,6478560.0,272.481,272.481
15/9-F-1,435050.0,6478560.0,273.101,273.101
15/9-F-1,435050.0,6478560.0,273.449,273.449
15/9-F-1,435050.0,6478560.0,273.9,273.9
15/9-F-1,435050.0,6478560.0,274.367,274.367
15/9-F-1,435050.0,6478560.0,274.8,274.8
15/9-F-1,435050.0,6478560.0,275.215,275.215
15/9-F-1,435050.0,6478560.0,275.65,275.65
15/9-F-1,435050.0,6478560.0,276.004,276.004
15/9-F-1,435050.0,6478560.0,276.577,276.577
15/9-F-1,435050.0,6478560.0,276.9,276.9
15/9-F-1,435050.0,6478560.0,277.456,277.456
15/9-F-1,435050.0,6478560.0,277.8,277.8
15/9-F-1,435050.0,6478560.0,278.306,278.306
15/9-F-1,435050.0,6478560.0,278.7,278.7
15/9-F-1,435050.0,6478560.0,279.0,279.0
15/9-F-1,435050.0,6478560.0,279.588,279.588
15/9-F-1,435050.0,6478560.0,280.078,280.078
15/9-F-1,435050.0,6478560.0,280.482,280.482
15/9-F-1,435050.0,6478560.0,280.947,280.947
15/9-F-1,435050.0,6478560.0,281.672,281.672
15/9-F-1,435050.0,6478560.0,282.3,282.3
15/9-F-1,435050.0,6478560.0,282.9,282.9
15/9-F-1,435050.0,6478560.0,283.5,283.5
15/9-F-1,435050.0,6478560.0,284.1,284.1
15/9-F-1,435050.0,6478560.0,284.7,284.7
15/9-F-1,435050.0,6478560.0,285.305,285.305
15/9-F-1,435050.0,6478560.0,285.9,285.9
15/9-F-1,435050.0,6478560.0,286.726,286.726
15/9-F-1,435050.0,6478560.0,287.289,287.289
15/9-F-1,435050.0,6478560.0,288.0,288.0
15/9-F-1,435050.0,6478560.0,288.9,288.9
15/9-F-1,435050.0,6478560.0,289.864,289.864
15/9-F-1,435050.0,6478560.0,290.7,290.7
15/9-F-1,435050.0,6478560.0,291.9,291.9
15/9-F-1,435050.0,6478560.0,292.372,292.372
15/9-F-1,435050.0,6478560.0,292.8,292.8
15/9-F-1,435050.0,6478560.0,293.385,293.385
15/9-F-1,435050.0,6478560.0,294.111,294.111
15/9-F-1,435050.0,6478560.0,294.9,294.9
15/9-F-1,435050.0,6478560.0,295.516,295.516
15/9-F-1,435050.0,6478560.0,296.1,296.1
15/9-F-1,435050.0,6478560.0,296.912,296.912
15/9-F-1,435050.0,6478560.0,297.634,297.634
15/9-F-1,435050.0,6478560.0,298.142,298.142
15/9-F-1,435050.0,6478560.0,298.8,298.8
15/9-F-1,435050.0,6478560.0,299.659,299.659
15/9-F-1,435050.0,6478560.0,300.301,300.301
15/9-F-1,435050.0,6478560.0,301.128,301.128
15/9-F-1,435050.0,6478560.0,301.8,301.8
15/9-F-1,435050.0,6478560.0,302.822,302.822
15/9-F-1,435050.0,6478560.0,303.78,303.78
15/9-F-1,435050.0,6478560.0,304.8,304.8
15/9-F-1,435050.0,6478560.0,305.448,305.448
15/9-F-1,435050.0,6478560.0,306.6,306.6
15/9-F-1,435050.0,6478560.0,307.753,307.753
15/9-F-1,435050.0,6478560.0,308.327,308.327
15/9-F-1,435050.0,6478560.0,309.079,309.079
15/9-F-1,435050.0,6478560.0,309.714,309.714
15/9-F-1,435050.0,6478560.0,310.2,310.2
15/9-F-1,435050.0,6478560.0,311.1,311.1
15/9-F-1,435050.0,6478560.0,311.707,311.707
15/9-F-1,435050.0,6478560.0,312.691,312.691
15/9-F-1,435050.0,6478560.0,313.5,313.5
15/9-F-1,435050.0,6478560.0,314.53,314.53
15/9-F-1,435050.0,6478560.0,315.0,315.0
15/9-F-1,435050.0,6478560.0,315.95,315.95
15/9-F-1,435050.0,6478560.0,316.8,316.8
15/9-F-1,435050.0,6478560.0,317.788,317.788
15/9-F-1,435050.0,6478560.0,318.189,318.189
15/9-F-1,435050.0,6478560.0,319.145,319.145
15/9-F-1,435050.0,6478560.0,319.776,319.776
15/9-F-1,435050.0,6478560.0,320.303,320.303
15/9-F-1,435050.0,6478560.0,321.0,321.0
15/9-F-1,435050.0,6478560.0,321.792,321.792
15/9-F-1,435050.0,6478560.0,322.475,322.475
15/9-F-1,435050.0,6478560.0,323.1,323.1
15/9-F-1,435050.0,6478560.0,323.565,323.565
15/9-F-1,435050.0,6478560.0,324.089,324.089
15/9-F-1,435050.0,6478560.0,325.0,325.0
15/9-F-1,435050.0,6478560.0,325.722,325.722
15/9-F-1,435050.0,6478560.0,326.7,326.7
15/9-F-1,435050.0,6478560.0,327.6,327.6
15/9-F-1,435050.0,6478560.0,328.236,328.236
15/9-F-1,435050.0,6478560.0,329.1,329.1
15/9-F-1,435050.0,6478560.0,329.892,329.892
15/9-F-1,435050.0,6478560.0,330.6,330.6
15/9-F-1,435050.0,6478560.0,331.79,331.79
15/9-F-1,435050.0,6478560.0,332.451,332.451
15/9-F-1,435050.0,6478560.0,332.997,332.997
15/9-F-1,435050.0,6478560.0,333.6,333.6
15/9-F-1,435050.0,6478560.0,334.5,334.5
15/9-F-1,435050.0,6478560.0,335.353,335.353
15/9-F-1,435050.0,6478560.0,335.986,335.986
15/9-F-1,435050.0,6478560.0,336.614,336.614
15/9-F-1,435050.0,6478560.0,337.696,337.696
15/9-F-1,435050.0,6478560.0,338.4,338.4
15/9-F-1,435050.0,6478560.0,339.061,339.061
15/9-F-1,435050.0,6478560.0,339.9,339.9
15/9-F-1,435050.0,6478560.0,340.5,340.5
15/9-F-1,435050.0,6478560.0,341.371,341.371
15/9-F-1,435050.0,6478560.0,342.0,342.0
15/9-F-1,435050.0,6478560.0,342.835,342.835
15/9-F-1,435050.0,6478560.0,343.791,343.791
15/9-F-1,435050.0,6478560.0,344.4,344.4
15/9-F-1,435050.0,6478560.0,345.534,345.534
15/9-F-1,435050.0,6478560.0,346.5,346.5
15/9-F-1,435050.0,6478560.0,347.4,347.4
15/9-F-1,435050.0,6478560.0,348.3,348.3
15/9-F-1,435050.0,6478560.0,349.2,349.2
15/9-F-1,435050.0,6478560.0,349.878,349.878
15/9-F-1,435050.0,6478560.0,350.649,350.649
15/9-F-1,435050.0,6478560.0,351.6,351.6
15/9-F-1,435050.0,6478560.0,352.5,352.5
15/9-F-1,435050.0,6478560.0,353.671,353.671
15/9-F-1,435050.0,6478560.0,354.466,354.466
15/9-F-1,435050.0,6478560.0,355.388,355.388
15/9-F-1,435050.0,6478560.0,356.1,356.1
15/9-F-1,435050.0,6478560.0,357.0,357.0
15/9-F-1,435050.0,6478560.0,357.828,357.828
15/9-F-1,435050.0,6478560.0,358.51,358.51
15/9-F-1,435050.0,6478560.0,359.355,359.355
15/9-F-1,435050.0,6478560.0,360.0,360.0
15/9-F-1,435050.0,6478560.0,360.755,360.755
15/9-F-1,435050.0,6478560.0,361.575,361.575
15/9-F-1,435050.0,6478560.0,362.4,362.4
15/9-F-1,435050.0,6478560.0,363.164,363.164
15/9-F-1,435050.0,6478560.0,363.835,363.835
15/9-F-1,435050.0,6478560.0,364.5,364.5
15/9-F-1,435050.0,6478560.0,365.378,365.378
15/9-F-1,435050.0,6478560.0,366.0,366.0
15/9-F-1,435050.0,6478560.0,366.9,366.9
15/9-F-1,435050.0,6478560.0,367.529,367.529
15/9-F-1,435050.0,6478560.0,368.7,368.7
15/9-F-1,435050.0,6478560.0,369.427,369.427
15/9-F-1,435050.0,6478560.0,370.5,370.5
15/9-F-1,435050.0,6478560.0,371.4,371.4
15/9-F-1,435050.0,6478560.0,372.754,372.754
15/9-F-1,435050.0,6478560.0,373.624,373.624
15/9-F-1,435050.0,6478560.0,374.316,374.316
15/9-F-1,435050.0,6478560.0,375.238,375.238
15/9-F-1,435050.0,6478560.0,376.006,376.006
15/9-F-1,435050.0,6478560.0,376.933,376.933
15/9-F-1,435050.0,6478560.0,377.712,377.712
15/9-F-1,435050.0,6478560.0,378.629,378.629
15/9-F-1,435050.0,6478560.0,379.5,379.5
15/9-F-1,435050.0,6478560.0,380.582,380.582
15/9-F-1,435050.0,6478560.0,381.3,381.3
15/9-F-1,435050.0,6478560.0,382.2,382.2
15/9-F-1,435050.0,6478560.0,383.1,383.1
15/9-F-1,435050.0,6478560.0,384.165,384.165
15/9-F-1,435050.0,6478560.0,385.2,385.2
15/9-F-1,435050.0,6478560.0,386.4,386.4
15/9-F-1,435050.0,6478560.0,387.6,387.6
15/9-F-1,435050.0,6478560.0,388.621,388.621
15/9-F-1,435050.0,6478560.0,389.378,389.378
15/9-F-1,435050.0,6478560.0,390.187,390.187
15/9-F-1,435050.0,6478560.0,390.9,390.9
15/9-F-1,435050.0,6478560.0,391.5,391.5
15/9-F-1,435050.0,6478560.0,392.4,392.4
15/9-F-1,435050.0,6478560.0,393.124,393.124
15/9-F-1,435050.0,6478560.0,394.02,394.02
15/9-F-1,435050.0,6478560.0,394.8,394.8
15/9-F-1,435050.0,6478560.0,395.7,395.7
15/9-F-1,435050.0,6478560.0,396.6,396.6
15/9-F-1,435050.0,6478560.0,397.744,397.744
15/9-F-1,435050.0,6478560.0,398.25,398.25
15/9-F-1,435050.0,6478560.0,399.3,399.3
15/9-F-1,435050.0,6478560.0,400.5,400.5
15/9-F-1,435050.0,6478560.0,402.0,402.0
15/9-F-1,435050.0,6478560.0,403.224,403.224
15/9-F-1,435050.0,6478560.0,404.4,404.4
15/9-F-1,435050.0,6478560.0,405.3,405.3
15/9-F-1,435050.0,6478560.0,406.2,406.2
15/9-F-1,435050.0,6478560.0,407.327,407.327
15/9-F-1,435050.0,6478560.0,408.3,408.3
15/9-F-1,435050.0,6478560.0,409.172,409.172
15/9-F-1,435050.0,6478560.0,410.1,410.1
15/9-F-1,435050.0,6478560.0,411.0,411.0
15/9-F-1,435050.0,6478560.0,411.9,411.9
15/9-F-1,435050.0,6478560.0,412.699,412.699
15/9-F-1,435050.0,6478560.0,413.7,413.7
15/9-F-1,435050.0,6478560.0,414.114,414.114
15/9-F-1,435050.0,6478560.0,415.157,415.157
15/9-F-1,435050.0,6478560.0,416.1,416.1
15/9-F-1,435050.0,6478560.0,417.057,417.057
15/9-F-1,435050.0,6478560.0,418.2,418.2
15/9-F-1,435050.0,6478560.0,419.4,419.4
15/9-F-1,435050.0,6478560.0,420.3,420.3
15/9-F-1,435050.0,6478560.0,421.29,421.29
15/9-F-1,435050.0,6478560.0,422.4,422.4
15/9-F-1,435050.0,6478560.0,423.3,423.3
15/9-F-1,435050.0,6478560.0,424.2,424.2
15/9-F-1,435050.0,6478560.0,425.1,425.1
15/9-F-1,435050.0,6478560.0,426.455,426.455
15/9-F-1,435050.0,6478560.0,427.2,427.2
15/9-F-1,435050.0,6478560.0,428.143,428.143
15/9-F-1,435050.0,6478560.0,429.3,429.3
15/9-F-1,435050.0,6478560.0,430.319,430.319
15/9-F-1,435050.0,6478560.0,431.1,431.1
15/9-F-1,435050.0,6478560.0,432.3,432.3
15/9-F-1,435050.0,6478560.0,433.412,433.412
15/9-F-1,435050.0,6478560.0,434.482,434.482
15/9-F-1,435050.0,6478560.0,435.523,435.523
15/9-F-1,435050.0,6478560.0,436.5,436.5
15/9-F-1,435050.0,6478560.0,437.484,437.484
15/9-F-1,435050.0,6478560.0,438.6,438.6
15/9-F-1,435050.0,6478560.0,439.5,439.5
15/9-F-1,435050.0,6478560.0,440.44,440.44
15/9-F-1,435050.0,6478560.0,441.528,441.528
15/9-F-1,435050.0,6478560.0,442.5,442.5
15/9-F-1,435050.0,6478560.0,443.4,443.4
15/9-F-1,435050.0,6478560.0,445.0,445.0
15/9-F-1,435050.0,6478560.0,446.626,446.626
15/9-F-1,435050.0,6478560.0,448.4,448.4
15/9-F-1,435050.0,6478560.0,450.168,450.168
15/9-F-1,435050.0,6478560.0,451.867,451.867
15/9-F-1,435050.0,6478560.0,453.699,453.699
15/9-F-1,435050.0,6478560.0,454.5,454.5
15/9-F-1,435050.0,6478560.0,455.62,455.62
15/9-F-1,435050.0,6478560.0,456.6,456.6
15/9-F-1,435050.0,6478560.0,457.8,457.8
15/9-F-1,435050.0,6478560.0,458.7,458.7
15/9-F-1,435050.0,6478560.0,459.9,459.9
15/9-F-1,435050.0,6478560.0,461.0,461.0
15/9-F-1,435050.0,6478560.0,462.0,462.0
15/9-F-1,435050.0,6478560.0,463.2,463.2
15/9-F-1,435050.0,6478560.0,464.1,464.1
15/9-F-1,435050.0,6478560.0,465.3,465.3
15/9-F-1,435050.0,6478560.0,466.214,466.214
15/9-F-1,435050.0,6478560.0,467.261,467.261
15/9-F-1,435050.0,6478560.0,468.565,468.565
15/9-F-1,435050.0,6478560.0,469.525,469.525
15/9-F-1,435050.0,6478560.0,470.855,470.855
15/9-F-1,435050.0,6478560.0,471.9,471.9
15/9-F-1,435050.0,6478560.0,473.0,473.0
15/9-F-1,435050.0,6478560.0,474.3,474.3
15/9-F-1,435050.0,6478560.0,475.2,475.2
15/9-F-1,435050.0,6478560.0,476.4,476.4
15/9-F-1,435050.0,6478560.0,477.489,477.489
15/9-F-1,435050.0,6478560.0,478.669,478.669
15/9-F-1,435050.0,6478560.0,479.7,479.7
15/9-F-1,435050.0,6478560.0,480.729,480.729
15/9-F-1,435050.0,6478560.0,481.8,481.8
15/9-F-1,435050.0,6478560.0,482.807,482.807
15/9-F-1,435050.0,6478560.0,483.9,483.9
15/9-F-1,435050.0,6478560.0,485.0,485.0
15/9-F-1,435050.0,6478560.0,486.0,486.0
15/9-F-1,435050.0,6478560.0,487.2,487.2
15/9-F-1,435050.0,6478560.0,488.119,488.119
15/9-F-1,435050.0,6478560.0,489.064,489.064
15/9-F-1,435050.0,6478560.0,490.2,490.2
15/9-F-1,435050.0,6478560.0,491.295,491.295
15/9-F-1,435050.0,6478560.0,492.3,492.3
15/9-F-1,435050.0,6478560.0,493.2,493.2
15/9-F-1,435050.0,6478560.0,494.138,494.138
15/9-F-1,435050.0,6478560.0,495.039,495.039
15/9-F-1,435050.0,6478560.0,496.153,496.153
15/9-F-1,435050.0,6478560.0,497.075,497.075
15/9-F-1,435050.0,6478560.0,498.0,498.0
15/9-F-1,435050.0,6478560.0,499.192,499.192
15/9-F-1,435050.0,6478560.0,500.1,500.1
15/9-F-1,435050.0,6478560.0,501.3,501.3
15/9-F-1,435050.0,6478560.0,502.2,502.2
15/9-F-1,435050.0,6478560.0,503.4,503.4
15/9-F-1,435050.0,6478560.0,504.3,504.3
15/9-F-1,435050.0,6478560.0,505.353,505.353
15/9-F-1,435050.0,6478560.0,506.4,506.4
15/9-F-1,435050.0,6478560.0,507.6,507.6
15/9-F-1,435050.0,6478560.0,508.5,508.5
15/9-F-1,435050.0,6478560.0,509.4,509.4
15/9-F-1,435050.0,6478560.0,510.3,510.3
15/9-F-1,435050.0,6478560.0,511.2,511.2
15/9-F-1,435050.0,6478560.0,512.195,512.195
15/9-F-1,435050.0,6478560.0,513.115,513.115
15/9-F-1,435050.0,6478560.0,513.929,513.929
15/9-F-1,435050.0,6478560.0,514.989,514.989
15/9-F-1,435050.0,6478560.0,515.7,515.7
15/9-F-1,435050.0,6478560.0,516.61,516.61
15/9-F-1,435050.0,6478560.0,517.5,517.5
15/9-F-1,435050.0,6478560.0,518.4,518.4
15/9-F-1,435050.0,6478560.0,519.061,519.061
15/9-F-1,435050.0,6478560.0,519.91,519.91
15/9-F-1,435050.0,6478560.0,520.8,520.8
15/9-F-1,435050.0,6478560.0,521.7,521.7
15/9-F-1,435050.0,6478560.0,522.493,522.493
15/9-F-1,435050.0,6478560.0,523.2,523.2
15/9-F-1,435050.0,6478560.0,524.1,524.1
15/9-F-1,435050.0,6478560.0,525.0,525.0
15/9-F-1,435050.0,6478560.0,525.6,525.6
15/9-F-1,435050.0,6478560.0,526.5,526.5
15/9-F-1,435050.0,6478560.0,527.413,527.413
15/9-F-1,435050.0,6478560.0,528.3,528.3
15/9-F-1,435050.0,6478560.0,529.2,529.2
15/9-F-1,435050.0,6478560.0,530.1,530.1
15/9-F-1,435050.0,6478560.0,530.766,530.766
15/9-F-1,435050.0,6478560.0,531.88,531.88
15/9-F-1,435050.0,6478560.0,532.5,532.5
15/9-F-1,435050.0,6478560.0,533.181,533.181
15/9-F-1,435050.0,6478560.0,534.0,534.0
15/9-F-1,435050.0,6478560.0,534.701,534.701
15/9-F-1,435050.0,6478560.0,535.501,535.501
15/9-F-1,435050.0,6478560.0,536.4,536.4
15/9-F-1,435050.0,6478560.0,537.3,537.3
15/9-F-1,435050.0,6478560.0,538.2,538.2
15/9-F-1,435050.0,6478560.0,539.1,539.1
15/9-F-1,435050.0,6478560.0,540.0,540.0
15/9-F-1,435050.0,6478560.0,540.9,540.9
15/9-F-1,435050.0,6478560.0,541.8,541.8
15/9-F-1,435050.0,6478560.0,542.7,542.7
15/9-F-1,435050.0,6478560.0,543.6,543.6
15/9-F-1,435050.0,6478560.0,544.5,544.5
15/9-F-1,435050.0,6478560.0,545.4,545.4
15/9-F-1,435050.0,6478560.0,546.3,546.3
15/9-F-1,435050.0,6478560.0,547.2,547.2
15/9-F-1,435050.0,6478560.0,547.827,547.827
15/9-F-1,435050.0,6478560.0,548.7,548.7
15/9-F-1,435050.0,6478560.0,549.362,549.362
15/9-F-1,435050.0,6478560.0,550.2,550.2
15/9-F-1,435050.0,6478560.0,551.1,551.1
15/9-F-1,435050.0,6478560.0,552.0,552.0
15/9-F-1,435050.0,6478560.0,552.9,552.9
15/9-F-1,435050.0,6478560.0,553.8,553.8
15/9-F-1,435050.0,6478560.0,554.7,554.7
15/9-F-1,435050.0,6478560.0,555.6,555.6
15/9-F-1,435050.0,6478560.0,556.5,556.5
15/9-F-1,435050.0,6478560.0,557.233,557.233
15/9-F-1,435050.0,6478560.0,558.3,558.3
15/9-F-1,435050.0,6478560.0,559.446,559.446
15/9-F-1,435050.0,6478560.0,560.4,560.4
15/9-F-1,435050.0,6478560.0,561.068,561.068
15/9-F-1,435050.0,6478560.0,562.0,562.0
15/9-F-1,435050.0,6478560.0,562.8,562.8
15/9-F-1,435050.0,6478560.0,563.7,563.7
15/9-F-1,435050.0,6478560.0,564.6,564.6
15/9-F-1,435050.0,6478560.0,565.253,565.253
15/9-F-1,435050.0,6478560.0,566.1,566.1
15/9-F-1,435050.0,6478560.0,567.0,567.0
15/9-F-1,435050.0,6478560.0,567.9,567.9
15/9-F-1,435050.0,6478560.0,569.0,569.0
15/9-F-1,435050.0,6478560.0,569.879,569.879
15/9-F-1,435050.0,6478560.0,570.6,570.6
15/9-F-1,435050.0,6478560.0,571.5,571.5
15/9-F-1,435050.0,6478560.0,572.4,572.4
15/9-F-1,435050.0,6478560.0,573.3,573.3
15/9-F-1,435050.0,6478560.0,574.059,574.059
15/9-F-1,435050.0,6478560.0,574.8,574.8
15/9-F-1,435050.0,6478560.0,575.7,575.7
15/9-F-1,435050.0,6478560.0,576.6,576.6
15/9-F-1,435050.0,6478560.0,577.5,577.5
15/9-F-1,435050.0,6478560.0,578.7,578.7
15/9-F-1,435050.0,6478560.0,579.6,579.6
15/9-F-1,435050.0,6478560.0,580.5,580.5
15/9-F-1,435050.0,6478560.0,581.395,581.395
15/9-F-1,435050.0,6478560.0,582.057,582.057
15/9-F-1,435050.0,6478560.0,582.9,582.9
15/9-F-1,435050.0,6478560.0,583.32,583.32
15/9-F-1,435050.0,6478560.0,584.1,584.1
15/9-F-1,435050.0,6478560.0,584.7,584.7
15/9-F-1,435050.0,6478560.0,585.6,585.6
15/9-F-1,435050.0,6478560.0,586.457,586.457
15/9-F-1,435050.0,6478560.0,587.015,587.015
15/9-F-1,435050.0,6478560.0,587.658,587.658
15/9-F-1,435050.0,6478560.0,588.195,588.195
15/9-F-1,435050.0,6478560.0,588.6,588.6
15/9-F-1,435050.0,6478560.0,589.235,589.235
15/9-F-1,435050.0,6478560.0,590.056,590.056
15/9-F-1,435050.0,6478560.0,590.798,590.798
15/9-F-1,435050.0,6478560.0,591.26,591.26
15/9-F-1,435050.0,6478560.0,591.686,591.686
15/9-F-1,435050.0,6478560.0,592.138,592.138
15/9-F-1,435050.0,6478560.0,592.532,592.532
15/9-F-1,435050.0,6478560.0,592.987,592.987
15/9-F-1,435050.0,6478560.0,593.4,593.4
15/9-F-1,435050.0,6478560.0,594.0,594.0
15/9-F-1,435050.0,6478560.0,594.6,594.6
15/9-F-1,435050.0,6478560.0,595.2,595.2
15/9-F-1,435050.0,6478560.0,595.622,595.622
15/9-F-1,435050.0,6478560.0,596.1,596.1
15/9-F-1,435050.0,6478560.0,596.44,596.44
15/9-F-1,435050.0,6478560.0,596.97,596.97
15/9-F-1,435050.0,6478560.0,597.3,597.3
15/9-F-1,435050.0,6478560.0,598.133,598.133
15/9-F-1,435050.0,6478560.0,598.973,598.973
15/9-F-1,435050.0,6478560.0,599.7,599.7
15/9-F-1,435050.0,6478560.0,600.3,600.3
15/9-F-1,435050.0,6478560.0,600.9,600.9
15/9-F-1,435050.0,6478560.0,601.517,601.517
15/9-F-1,435050.0,6478560.0,602.131,602.131
15/9-F-1,435050.0,6478560.0,602.712,602.712
15/9-F-1,435050.0,6478560.0,603.6,603.6
15/9-F-1,435050.0,6478560.0,604.5,604.5
15/9-F-1,435050.0,6478560.0,605.4,605.4
15/9-F-1,435050.0,6478560.0,606.0,606.0
15/9-F-1,435050.0,6478560.0,606.9,606.9
15/9-F-1,435050.0,6478560.0,607.661,607.661
15/9-F-1,435050.0,6478560.0,608.4,608.4
15/9-F-1,435050.0,6478560.0,609.043,609.043
15/9-F-1,435050.0,6478560.0,609.9,609.9
15/9-F-1,435050.0,6478560.0,610.701,610.701
