IL,XL,X,Y,Z_CONFORM,Z_POLY,DIST
75,0,478762.0,7266123.7,1759.44,890.65,52401.7
76,0,479762.0,7266123.7,1959.21,835.07,52856.0
77,0,480762.0,7266123.7,2098.21,779.49,53324.3
78,0,481762.0,7266123.7,1757.39,723.92,53806.2
79,0,482762.0,7266123.7,1927.82,668.34,54301.4
80,0,483762.0,7266123.7,1872.47,612.76,54809.5
81,0,484762.0,7266123.7,1872.24,612.76,55330.3
82,0,485762.0,7266123.7,1646.23,612.76,55863.3
83,0,486762.0,7266123.7,1931.47,612.77,56408.3
84,0,487762.0,7266123.7,1736.89,612.77,56964.9
85,0,488762.0,7266123.7,1481.54,612.77,57532.8
86,0,489762.0,7266123.7,1469.02,612.77,58111.7
87,0,490762.0,7266123.7,1475.99,612.77,58701.3
88,0,491762.0,7266123.7,1426.32,612.77,59301.3
89,0,492762.0,7266123.7,1433.69,612.77,59911.4
90,0,493762.0,7266123.7,1216.38,612.77,60531.2
91,0,494762.0,7266123.7,1513.47,612.77,61160.7
92,0,495762.0,7266123.7,1337.21,612.77,61799.3
93,0,496762.0,7266123.7,1112.12,612.77,62446.9
94,0,497762.0,7266123.7,1149.41,612.77,63103.3
95,0,498762.0,7266123.7,1233.56,612.77,63768.1
96,0,499762.0,7266123.7,1289.11,612.77,64441.2
97,0,500762.0,7266123.7,1372.60,612.77,65122.2
98,0,501762.0,7266123.7,1285.39,612.77,65810.9
99,0,502762.0,7266123.7,1838.38,612.77,66507.1
100,0,503762.0,7266123.7,1930.35,612.77,67210.7
0,1,403762.0,7267123.7,4619.42,3391.78,66507.1
1,1,404762.0,7267123.7,4732.99,3391.78,65796.5
2,1,405762.0,7267123.7,4976.20,3391.78,65093.0
3,1,406762.0,7267123.7,5015.03,3391.78,64397.0
4,1,407762.0,7267123.7,4936.37,3391.78,63708.6
5,1,408762.0,7267123.7,4885.49,3391.78,63028.2
6,1,409762.0,7267123.7,3761.93,3391.78,62355.9
7,1,410762.0,7267123.7,3284.78,3391.78,61692.0
8,1,411762.0,7267123.7,3358.23,3391.78,61036.8
9,1,412762.0,7267123.7,3661.94,3391.78,60390.5
10,1,413762.0,7267123.7,4019.26,3391.78,59753.5
11,1,414762.0,7267123.7,4224.89,3391.78,59125.9
12,1,415762.0,7267123.7,4249.20,3391.78,58508.1
13,1,416762.0,7267123.7,4292.26,3391.78,57900.3
14,1,417762.0,7267123.7,4035.03,3391.78,57303.0
15,1,418762.0,7267123.7,3990.00,3391.78,56716.3
16,1,419762.0,7267123.7,3723.17,3391.77,56140.6
17,1,420762.0,7267123.7,3465.05,3391.77,55576.2
18,1,421762.0,7267123.7,3291.72,3391.77,55023.5
19,1,422762.0,7267123.7,3101.50,3391.77,54482.8
20,1,423762.0,7267123.7,2862.46,3391.77,53954.3
21,1,424762.0,7267123.7,2743.92,3391.76,53438.6
22,1,425762.0,7267123.7,2403.31,3391.76,52935.8
23,1,426762.0,7267123.7,2336.82,3391.76,52446.4
24,1,427762.0,7267123.7,2097.83,3391.75,51970.7
25,1,428762.0,7267123.7,1906.10,3391.75,51509.1
26,1,429762.0,7267123.7,1827.88,3391.74,51061.9
27,1,430762.0,7267123.7,1752.34,3391.73,50629.5
28,1,431762.0,7267123.7,1639.09,3391.73,50212.2
29,1,432762.0,7267123.7,1649.96,3391.72,49810.4
30,1,433762.0,7267123.7,1461.39,3391.71,49424.5
31,1,434762.0,7267123.7,1594.38,3336.12,49054.7
32,1,435762.0,7267123.7,1527.93,3280.53,48701.5
33,1,436762.0,7267123.7,1585.60,3224.93,48365.2
34,1,437762.0,7267123.7,1605.56,3169.34,48046.1
35,1,438762.0,7267123.7,1628.20,3113.75,47744.5
36,1,439762.0,7267123.7,1764.35,3058.15,47460.8
37,1,440762.0,7267123.7,1947.76,3002.56,47195.2
38,1,441762.0,7267123.7,1958.67,2946.97,46948.0
39,1,442762.0,7267123.7,2243.70,2891.37,46719.5
40,1,443762.0,7267123.7,2306.65,2835.78,46510.0
41,1,444762.0,7267123.7,2490.11,2780.18,46319.7
42,1,445762.0,7267123.7,2624.75,2724.59,46148.8
43,1,446762.0,7267123.7,2742.50,2669.00,45997.5
44,1,447762.0,7267123.7,2945.04,2613.41,45866.0
45,1,448762.0,7267123.7,3156.29,2557.82,45754.4
46,1,449762.0,7267123.7,3145.74,2502.23,45663.0
47,1,450762.0,7267123.7,3347.39,2446.64,45591.8
48,1,451762.0,7267123.7,3248.75,2391.06,45540.8
49,1,452762.0,7267123.7,3168.86,2335.47,45510.2
50,1,453762.0,7267123.7,2907.65,2279.89,45500.0
51,1,454762.0,7267123.7,2494.75,2224.31,45510.2
52,1,455762.0,7267123.7,2135.46,2168.74,45540.8
53,1,456762.0,7267123.7,2006.43,2113.16,45591.8
54,1,457762.0,7267123.7,2428.00,2057.59,45663.0
55,1,458762.0,7267123.7,3495.98,2002.02,45754.4
56,1,459762.0,7267123.7,3491.28,1946.45,45866.0
57,1,460762.0,7267123.7,3514.36,1890.88,45997.5
58,1,461762.0,7267123.7,3419.95,1835.31,46148.8
59,1,462762.0,7267123.7,3121.16,1779.74,46319.7
60,1,463762.0,7267123.7,2952.01,1724.18,46510.0
61,1,464762.0,7267123.7,2733.34,1668.61,46719.5
62,1,465762.0,7267123.7,2240.84,1613.05,46948.0
63,1,466762.0,7267123.7,2166.77,1557.48,47195.2
64,1,467762.0,7267123.7,1990.04,1501.91,47460.8
65,1,468762.0,7267123.7,1956.94,1446.35,47744.5
66,1,469762.0,7267123.7,1886.81,1390.78,48046.1
67,1,470762.0,7267123.7,1816.40,1335.21,48365.2
68,1,471762.0,7267123.7,1851.49,1279.65,48701.5
69,1,472762.0,7267123.7,1921.23,1224.08,49054.7
70,1,473762.0,7267123.7,1803.57,1168.51,49424.5
71,1,474762.0,7267123.7,1945.15,1112.94,49810.4
72,1,475762.0,7267123.7,1851.94,1057.37,50212.2
73,1,476762.0,7267123.7,1870.17,1001.79,50629.5
74,1,477762.0,7267123.7,1835.79,946.22,51061.9
75,1,478762.0,7267123.7,1787.49,890.64,51509.1
76,1,479762.0,7267123.7,1835.36,835.06,51970.7
77,1,480762.0,7267123.7,1913.02,779.49,52446.4
78,1,481762.0,7267123.7,1801.55,723.91,52935.8
79,1,482762.0,7267123.7,1949.30,668.33,53438.6
80,1,483762.0,7267123.7,1863.06,612.76,53954.3
81,1,484762.0,7267123.7,1893.72,612.76,54482.8
82,1,485762.0,7267123.7,1690.39,612.76,55023.5
83,1,486762.0,7267123.7,1746.28,612.76,55576.2
84,1,487762.0,7267123.7,1613.04,612.76,56140.6
85,1,488762.0,7267123.7,1509.59,612.77,56716.3
86,1,489762.0,7267123.7,1502.30,612.77,57303.0
87,1,490762.0,7267123.7,1481.10,612.77,57900.3
88,1,491762.0,7267123.7,1407.29,612.77,58508.1
89,1,492762.0,7267123.7,1444.92,612.77,59125.9
90,1,493762.0,7267123.7,1247.76,612.77,59753.5
91,1,494762.0,7267123.7,1309.84,612.77,60390.5
92,1,495762.0,7267123.7,1184.52,612.77,61036.8
93,1,496762.0,7267123.7,1093.85,612.77,61692.0
94,1,497762.0,7267123.7,1108.68,612.77,62355.9
95,1,498762.0,7267123.7,1123.23,612.77,63028.2
96,1,499762.0,7267123.7,1100.75,612.77,63708.6
97,1,500762.0,7267123.7,1221.90,612.77,64397.0
98,1,501762.0,7267123.7,1240.39,612.77,65093.0
99,1,502762.0,7267123.7,1677.31,612.77,65796.5
100,1,503762.0,7267123.7,1840.41,612.77,66507.1
0,2,403762.0,7268123.7,4619.57,3391.78,65810.9
1,2,404762.0,7268123.7,4576.43,3391.78,65093.0
2,2,405762.0,7268123.7,4859.87,3391.78,64382.3
3,2,406762.0,7268123.7,4999.25,3391.78,63678.9
4,2,407762.0,7268123.7,4928.13,3391.78,62983.1
5,2,408762.0,7268123.7,4995.89,3391.78,62295.1
6,2,409762.0,7268123.7,4251.40,3391.78,61615.3
7,2,410762.0,7268123.7,3653.97,3391.78,60943.8
8,2,411762.0,7268123.7,3825.62,3391.78,60280.9
9,2,412762.0,7268123.7,4200.81,3391.78,59626.9
10,2,413762.0,7268123.7,4579.55,3391.78,58982.0
11,2,414762.0,7268123.7,4610.08,3391.78,58346.6
12,2,415762.0,7268123.7,4513.42,3391.78,57720.9
13,2,416762.0,7268123.7,4540.70,3391.78,57105.3
14,2,417762.0,7268123.7,4258.36,3391.78,56500.0
15,2,418762.0,7268123.7,4014.17,3391.77,55905.4
16,2,419762.0,7268123.7,3770.29,3391.77,55321.8
17,2,420762.0,7268123.7,3565.34,3391.77,54749.5
18,2,421762.0,7268123.7,3434.79,3391.77,54188.8
19,2,422762.0,7268123.7,3152.19,3391.77,53640.2
20,2,423762.0,7268123.7,2872.32,3391.76,53103.9
21,2,424762.0,7268123.7,2799.75,3391.76,52580.3
22,2,425762.0,7268123.7,2481.15,3391.75,52069.8
23,2,426762.0,7268123.7,2252.43,3391.75,51572.7
24,2,427762.0,7268123.7,2066.32,3391.74,51089.4
25,2,428762.0,7268123.7,1952.86,3391.73,50620.2
26,2,429762.0,7268123.7,1939.19,3391.73,50165.6
27,2,430762.0,7268123.7,1790.48,3391.72,49725.9
28,2,431762.0,7268123.7,1653.23,3391.71,49301.5
29,2,432762.0,7268123.7,1724.27,3391.69,48892.7
30,2,433762.0,7268123.7,1543.71,3391.68,48500.0
31,2,434762.0,7268123.7,1668.69,3336.09,48123.6
32,2,435762.0,7268123.7,1542.07,3280.49,47764.0
33,2,436762.0,7268123.7,1623.74,3224.89,47421.5
34,2,437762.0,7268123.7,1716.87,3169.29,47096.4
35,2,438762.0,7268123.7,1674.96,3113.70,46789.2
36,2,439762.0,7268123.7,1732.83,3058.10,46500.0
37,2,440762.0,7268123.7,1863.36,3002.50,46229.3
38,2,441762.0,7268123.7,2036.50,2946.90,45977.3
39,2,442762.0,7268123.7,2299.52,2891.30,45744.3
40,2,443762.0,7268123.7,2316.51,2835.70,45530.6
41,2,444762.0,7268123.7,2540.80,2780.10,45336.5
42,2,445762.0,7268123.7,2767.82,2724.50,45162.1
43,2,446762.0,7268123.7,2842.79,2668.90,45007.7
44,2,447762.0,7268123.7,2992.16,2613.30,44873.5
45,2,448762.0,7268123.7,3180.46,2557.71,44759.7
46,2,449762.0,7268123.7,3369.07,2502.12,44666.4
47,2,450762.0,7268123.7,3595.83,2446.53,44593.7
48,2,451762.0,7268123.7,3512.97,2390.94,44541.6
49,2,452762.0,7268123.7,3554.05,2335.36,44510.4
50,2,453762.0,7268123.7,3467.94,2279.78,44500.0
51,2,454762.0,7268123.7,3033.62,2224.20,44510.4
52,2,455762.0,7268123.7,2602.85,2168.62,44541.6
53,2,456762.0,7268123.7,2375.62,2113.05,44593.7
54,2,457762.0,7268123.7,2917.47,2057.48,44666.4
55,2,458762.0,7268123.7,3606.38,2001.91,44759.7
56,2,459762.0,7268123.7,3483.04,1946.34,44873.5
57,2,460762.0,7268123.7,3498.58,1890.78,45007.7
58,2,461762.0,7268123.7,3303.62,1835.22,45162.1
59,2,462762.0,7268123.7,2964.60,1779.66,45336.5
60,2,463762.0,7268123.7,2952.16,1724.10,45530.6
61,2,464762.0,7268123.7,2732.76,1668.54,45744.3
62,2,465762.0,7268123.7,2473.26,1612.98,45977.3
63,2,466762.0,7268123.7,2143.34,1557.42,46229.3
64,2,467762.0,7268123.7,1870.57,1501.86,46500.0
65,2,468762.0,7268123.7,1887.85,1446.30,46789.2
66,2,469762.0,7268123.7,1921.81,1390.73,47096.4
67,2,470762.0,7268123.7,1810.91,1335.17,47421.5
68,2,471762.0,7268123.7,1783.83,1279.61,47764.0
69,2,472762.0,7268123.7,1809.17,1224.05,48123.6
70,2,473762.0,7268123.7,1855.68,1168.48,48500.0
71,2,474762.0,7268123.7,1972.08,1112.91,48892.7
72,2,475762.0,7268123.7,1825.62,1057.35,49301.5
73,2,476762.0,7268123.7,1874.11,1001.78,49725.9
74,2,477762.0,7268123.7,1918.62,946.21,50165.6
75,2,478762.0,7268123.7,1810.77,890.62,50620.2
76,2,479762.0,7268123.7,1784.06,835.05,51089.4
77,2,480762.0,7268123.7,1810.65,779.48,51572.7
78,2,481762.0,7268123.7,1860.77,723.90,52069.8
79,2,482762.0,7268123.7,1983.07,668.33,52580.3
80,2,483762.0,7268123.7,1844.52,612.75,53103.9
81,2,484762.0,7268123.7,1927.49,612.76,53640.2
82,2,485762.0,7268123.7,1749.61,612.76,54188.8
83,2,486762.0,7268123.7,1643.91,612.76,54749.5
84,2,487762.0,7268123.7,1561.74,612.76,55321.8
85,2,488762.0,7268123.7,1532.87,612.76,55905.4
86,2,489762.0,7268123.7,1585.13,612.77,56500.0
87,2,490762.0,7268123.7,1485.04,612.77,57105.3
88,2,491762.0,7268123.7,1380.97,612.77,57720.9
89,2,492762.0,7268123.7,1471.85,612.77,58346.6
90,2,493762.0,7268123.7,1299.87,612.77,58982.0
91,2,494762.0,7268123.7,1197.78,612.77,59626.9
92,2,495762.0,7268123.7,1116.86,612.77,60280.9
93,2,496762.0,7268123.7,1088.36,612.77,60943.8
94,2,497762.0,7268123.7,1143.68,612.77,61615.3
95,2,498762.0,7268123.7,1054.14,612.77,62295.1
96,2,499762.0,7268123.7,981.29,612.77,62983.1
97,2,500762.0,7268123.7,1198.48,612.77,63678.9
98,2,501762.0,7268123.7,1472.82,612.77,64382.3
99,2,502762.0,7268123.7,1676.74,612.77,65093.0
100,2,503762.0,7268123.7,1840.56,612.77,65810.9
0,3,403762.0,7269123.7,4390.97,3391.78,65122.2
1,3,404762.0,7269123.7,4265.97,3391.78,64397.0
2,3,405762.0,7269123.7,4863.01,3391.78,63678.9
3,3,406762.0,7269123.7,4921.82,3391.78,62968.0
4,3,407762.0,7269123.7,4861.66,3391.78,62264.7
5,3,408762.0,7269123.7,5137.72,3391.78,61569.2
6,3,409762.0,7269123.7,5140.49,3391.78,60881.7
7,3,410762.0,7269123.7,4717.49,3391.78,60202.4
8,3,411762.0,7269123.7,4539.51,3391.78,59531.7
9,3,412762.0,7269123.7,4768.07,3391.78,58869.9
10,3,413762.0,7269123.7,5058.82,3391.78,58217.1
11,3,414762.0,7269123.7,4929.07,3391.78,57573.7
12,3,415762.0,7269123.7,4722.88,3391.78,56940.1
13,3,416762.0,7269123.7,4769.61,3391.78,56316.4
14,3,417762.0,7269123.7,4458.62,3391.77,55703.0
15,3,418762.0,7269123.7,4171.49,3391.77,55100.3
16,3,419762.0,7269123.7,3864.25,3391.77,54508.6
17,3,420762.0,7269123.7,3657.92,3391.77,53928.2
18,3,421762.0,7269123.7,3524.30,3391.76,53359.5
19,3,422762.0,7269123.7,3186.19,3391.76,52802.8
20,3,423762.0,7269123.7,2866.33,3391.76,52258.4
21,3,424762.0,7269123.7,2862.96,3391.75,51726.8
22,3,425762.0,7269123.7,2554.16,3391.74,51208.3
23,3,426762.0,7269123.7,2313.75,3391.74,50703.3
24,3,427762.0,7269123.7,2090.64,3391.73,50212.2
25,3,428762.0,7269123.7,1999.00,3391.72,49735.3
26,3,429762.0,7269123.7,2003.49,3391.70,49273.1
27,3,430762.0,7269123.7,1818.95,3391.69,48825.9
28,3,431762.0,7269123.7,1659.45,3391.68,48394.1
29,3,432762.0,7269123.7,1814.73,3391.66,47978.2
30,3,433762.0,7269123.7,1655.68,3391.64,47578.4
31,3,434762.0,7269123.7,1759.15,3336.04,47195.2
32,3,435762.0,7269123.7,1548.29,3280.44,46828.9
33,3,436762.0,7269123.7,1652.20,3224.83,46480.0
34,3,437762.0,7269123.7,1781.16,3169.23,46148.8
35,3,438762.0,7269123.7,1721.09,3113.62,45835.6
36,3,439762.0,7269123.7,1757.15,3058.02,45540.8
37,3,440762.0,7269123.7,1924.68,3002.41,45264.7
38,3,441762.0,7269123.7,2109.51,2946.80,45007.7
39,3,442762.0,7269123.7,2362.73,2891.19,44770.1
40,3,443762.0,7269123.7,2310.52,2835.58,44552.1
41,3,444762.0,7269123.7,2574.80,2779.98,44353.9
42,3,445762.0,7269123.7,2857.32,2724.37,44176.0
43,3,446762.0,7269123.7,2935.36,2668.77,44018.4
44,3,447762.0,7269123.7,3086.11,2613.17,43881.4
45,3,448762.0,7269123.7,3337.77,2557.57,43765.2
46,3,449762.0,7269123.7,3569.32,2501.97,43669.9
47,3,450762.0,7269123.7,3824.73,2446.38,43595.6
48,3,451762.0,7269123.7,3722.42,2390.79,43542.5
49,3,452762.0,7269123.7,3873.03,2335.20,43510.6
50,3,453762.0,7269123.7,3947.20,2279.62,43500.0
51,3,454762.0,7269123.7,3600.87,2224.04,43510.6
52,3,455762.0,7269123.7,3316.73,2168.47,43542.5
53,3,456762.0,7269123.7,3439.13,2112.90,43595.6
54,3,457762.0,7269123.7,3806.55,2057.33,43669.9
55,3,458762.0,7269123.7,3748.20,2001.77,43765.2
56,3,459762.0,7269123.7,3416.56,1946.21,43881.4
57,3,460762.0,7269123.7,3421.14,1890.65,44018.4
58,3,461762.0,7269123.7,3306.75,1835.09,44176.0
59,3,462762.0,7269123.7,2654.14,1779.54,44353.9
60,3,463762.0,7269123.7,2723.56,1723.98,44552.1
61,3,464762.0,7269123.7,2615.48,1668.43,44770.1
62,3,465762.0,7269123.7,2757.97,1612.88,45007.7
63,3,466762.0,7269123.7,2341.69,1557.33,45264.7
64,3,467762.0,7269123.7,1903.18,1501.78,45540.8
65,3,468762.0,7269123.7,1902.05,1446.22,45835.6
66,3,469762.0,7269123.7,1961.33,1390.67,46148.8
67,3,470762.0,7269123.7,1835.12,1335.11,46480.0
68,3,471762.0,7269123.7,1791.65,1279.56,46828.9
69,3,472762.0,7269123.7,1856.07,1224.00,47195.2
70,3,473762.0,7269123.7,1912.19,1168.44,47578.4
71,3,474762.0,7269123.7,2013.18,1112.88,47978.2
72,3,475762.0,7269123.7,1788.77,1057.32,48394.1
73,3,476762.0,7269123.7,1865.99,1001.75,48825.9
74,3,477762.0,7269123.7,1952.75,946.18,49273.1
75,3,478762.0,7269123.7,1832.69,890.61,49735.3
76,3,479762.0,7269123.7,1789.00,835.04,50212.2
77,3,480762.0,7269123.7,1855.54,779.47,50703.3
78,3,481762.0,7269123.7,1917.66,723.89,51208.3
79,3,482762.0,7269123.7,2027.37,668.32,51726.8
80,3,483762.0,7269123.7,1813.66,612.75,52258.4
81,3,484762.0,7269123.7,1971.79,612.75,52802.8
82,3,485762.0,7269123.7,1806.50,612.75,53359.5
83,3,486762.0,7269123.7,1688.80,612.76,53928.2
84,3,487762.0,7269123.7,1566.68,612.76,54508.6
85,3,488762.0,7269123.7,1554.79,612.76,55100.3
86,3,489762.0,7269123.7,1619.26,612.76,55703.0
87,3,490762.0,7269123.7,1476.92,612.77,56316.4
88,3,491762.0,7269123.7,1344.12,612.77,56940.1
89,3,492762.0,7269123.7,1512.95,612.77,57573.7
90,3,493762.0,7269123.7,1356.38,612.77,58217.1
91,3,494762.0,7269123.7,1244.68,612.77,58869.9
92,3,495762.0,7269123.7,1124.68,612.77,59531.7
93,3,496762.0,7269123.7,1112.58,612.77,60202.4
94,3,497762.0,7269123.7,1183.21,612.77,60881.7
95,3,498762.0,7269123.7,1068.35,612.77,61569.2
96,3,499762.0,7269123.7,1013.90,612.77,62264.7
97,3,500762.0,7269123.7,1396.83,612.77,62968.0
98,3,501762.0,7269123.7,1757.53,612.77,63678.9
99,3,502762.0,7269123.7,1559.46,612.77,64397.0
100,3,503762.0,7269123.7,1611.96,612.77,65122.2
0,4,403762.0,7270123.7,4620.21,3391.78,64441.2
1,4,404762.0,7270123.7,4573.80,3391.78,63708.6
2,4,405762.0,7270123.7,4827.81,3391.78,62983.1
3,4,406762.0,7270123.7,4851.09,3391.78,62264.7
4,4,407762.0,7270123.7,4552.53,3391.78,61553.8
5,4,408762.0,7270123.7,4877.88,3391.78,60850.6
6,4,409762.0,7270123.7,5328.23,3391.78,60155.3
7,4,410762.0,7270123.7,5129.02,3391.78,59468.2
8,4,411762.0,7270123.7,5026.14,3391.78,58789.6
9,4,412762.0,7270123.7,5089.70,3391.78,58119.8
10,4,413762.0,7270123.7,5254.80,3391.78,57459.0
11,4,414762.0,7270123.7,5101.67,3391.78,56807.5
12,4,415762.0,7270123.7,4887.13,3391.77,56165.7
13,4,416762.0,7270123.7,4902.98,3391.77,55533.9
14,4,417762.0,7270123.7,4609.51,3391.77,54912.3
15,4,418762.0,7270123.7,4272.50,3391.77,54301.4
16,4,419762.0,7270123.7,3995.18,3391.77,53701.4
17,4,420762.0,7270123.7,3738.39,3391.76,53112.7
18,4,421762.0,7270123.7,3579.51,3391.76,52535.7
19,4,422762.0,7270123.7,3223.60,3391.75,51970.7
20,4,423762.0,7270123.7,2906.24,3391.75,51418.1
21,4,424762.0,7270123.7,2888.37,3391.74,50878.3
22,4,425762.0,7270123.7,2615.58,3391.73,50351.6
23,4,426762.0,7270123.7,2343.96,3391.72,49838.5
24,4,427762.0,7270123.7,2168.83,3391.71,49339.4
25,4,428762.0,7270123.7,2044.68,3391.69,48854.6
26,4,429762.0,7270123.7,2042.58,3391.68,48384.5
27,4,430762.0,7270123.7,1859.41,3391.66,47929.6
28,4,431762.0,7270123.7,1720.71,3391.64,47490.2
29,4,432762.0,7270123.7,1877.19,3391.61,47066.8
30,4,433762.0,7270123.7,1765.93,3391.59,46659.7
31,4,434762.0,7270123.7,1821.60,3335.98,46269.5
32,4,435762.0,7270123.7,1609.54,3280.37,45896.4
33,4,436762.0,7270123.7,1692.66,3224.76,45540.8
34,4,437762.0,7270123.7,1820.25,3169.14,45203.2
35,4,438762.0,7270123.7,1766.77,3113.53,44883.9
36,4,439762.0,7270123.7,1835.34,3057.91,44583.3
37,4,440762.0,7270123.7,1954.88,3002.29,44301.7
38,4,441762.0,7270123.7,2170.92,2946.67,44039.5
39,4,442762.0,7270123.7,2388.13,2891.05,43796.9
40,4,443762.0,7270123.7,2350.42,2835.43,43574.4
41,4,444762.0,7270123.7,2612.20,2779.82,43372.2
42,4,445762.0,7270123.7,2912.52,2724.20,43190.5
43,4,446762.0,7270123.7,3015.82,2668.59,43029.6
44,4,447762.0,7270123.7,3217.03,2612.98,42889.7
45,4,448762.0,7270123.7,3438.77,2557.37,42770.9
46,4,449762.0,7270123.7,3720.20,2501.77,42673.6
47,4,450762.0,7270123.7,3958.09,2446.17,42597.7
48,4,451762.0,7270123.7,3886.66,2390.58,42543.5
49,4,452762.0,7270123.7,4045.61,2334.99,42510.9
50,4,453762.0,7270123.7,4143.16,2279.41,42500.0
51,4,454762.0,7270123.7,3922.48,2223.83,42510.9
52,4,455762.0,7270123.7,3803.35,2168.26,42543.5
53,4,456762.0,7270123.7,3850.65,2112.69,42597.7
54,4,457762.0,7270123.7,3994.28,2057.13,42673.6
55,4,458762.0,7270123.7,3488.35,2001.57,42770.9
56,4,459762.0,7270123.7,3107.42,1946.02,42889.7
57,4,460762.0,7270123.7,3350.40,1890.47,43029.6
58,4,461762.0,7270123.7,3271.54,1834.92,43190.5
59,4,462762.0,7270123.7,2961.96,1779.38,43372.2
60,4,463762.0,7270123.7,2952.79,1723.83,43574.4
61,4,464762.0,7270123.7,2978.53,1668.29,43796.9
62,4,465762.0,7270123.7,2892.95,1612.75,44039.5
63,4,466762.0,7270123.7,2577.58,1557.21,44301.7
